Time,PosX,PosY,PosZ,Roll,Pitch,Yaw
9.08,45.2879,-0.000422274,0.738772,-2.75833e-06,-0.0101848,9.97644e-06
9.09,45.3632,-0.000425437,0.734829,-2.66174e-06,-0.00735751,1.17525e-05
9.1,45.4386,-0.000428709,0.730576,-2.57583e-06,-0.00491682,1.36091e-05
9.11,45.5142,-0.000431902,0.72614,-2.26348e-06,-0.00286674,1.53733e-05
9.12,45.5876,-0.000434843,0.72331,-1.55055e-06,0.00166789,1.69183e-05
9.13,45.6604,-0.000437631,0.722836,-7.8645e-07,0.00825813,1.8326e-05
9.14,45.7332,-0.000440181,0.723894,3.16548e-07,0.0147438,1.9218e-05
9.15,45.8061,-0.000442939,0.72543,8.43684e-07,0.0196235,1.98941e-05
9.16,45.8792,-0.000445839,0.72718,8.08122e-07,0.0230803,2.0498e-05
9.17,45.9524,-0.000449023,0.729167,-1.49823e-07,0.0256065,2.11666e-05
9.18,46.0258,-0.000452441,0.731344,-1.78228e-06,0.0274385,2.20048e-05
9.19,46.0993,-0.000454456,0.733564,-1.6742e-06,0.0287984,2.45143e-05
9.2,46.173,-0.000456678,0.735715,-2.42719e-06,0.0298245,2.71716e-05
9.21,46.2469,-0.000459139,0.737776,-3.83243e-06,0.0305365,2.98829e-05
9.22,46.3209,-0.00046176,0.739728,-4.98524e-06,0.0309539,3.25825e-05
9.23,46.3951,-0.000464441,0.741349,-5.94724e-06,0.0308447,3.52126e-05
9.24,46.4695,-0.000467166,0.742481,-6.77515e-06,0.030084,3.78257e-05
9.25,46.5441,-0.000469931,0.74303,-7.49625e-06,0.028635,4.04151e-05
9.26,46.6187,-0.00047274,0.742939,-8.12515e-06,0.0265104,4.29751e-05
9.27,46.6936,-0.000475603,0.742166,-8.66648e-06,0.0237521,4.55014e-05
9.28,46.7686,-0.000478525,0.740683,-9.17634e-06,0.0204151,4.79894e-05
9.29,46.8437,-0.000481532,0.738461,-9.66886e-06,0.0165596,5.03853e-05
9.3,46.919,-0.000484634,0.73547,-1.01374e-05,0.0122445,5.26789e-05
9.31,46.9945,-0.000487766,0.732094,-1.03233e-05,0.00804034,5.4828e-05
9.32,47.0701,-0.000490966,0.728372,-1.03379e-05,0.00400527,5.68623e-05
9.33,47.146,-0.000494239,0.724419,-1.02279e-05,0.000279069,5.69924e-05
9.34,47.222,-0.000497578,0.72037,-1.00729e-05,-0.00300258,5.70096e-05
9.35,47.2983,-0.000500975,0.716333,-9.89423e-06,-0.00575313,5.69221e-05
9.36,47.3747,-0.00050183,0.712404,-6.45003e-06,-0.00796769,5.9109e-05
9.37,47.4514,-0.000502826,0.708639,-4.06065e-06,-0.00966615,6.1566e-05
9.38,47.5283,-0.000503943,0.705068,-2.46158e-06,-0.0108775,6.42054e-05
9.39,47.6053,-0.000505167,0.701714,-1.46045e-06,-0.0116427,6.6757e-05
9.4,47.6826,-0.000506482,0.698601,-8.96679e-07,-0.0120088,6.93797e-05
9.41,47.76,-0.000507877,0.69575,-6.5866e-07,-0.0120261,7.20351e-05
9.42,47.8376,-0.00050934,0.693182,-6.60586e-07,-0.0117478,7.46988e-05
9.43,47.9155,-0.000510862,0.690914,-8.35814e-07,-0.0112286,7.73542e-05
9.44,47.9935,-0.000512434,0.688959,-1.13066e-06,-0.0105237,7.9989e-05
9.45,48.0717,-0.000510045,0.687305,3.88894e-06,-0.00971106,7.89616e-05
9.46,48.1501,-0.00050723,0.685838,8.14496e-06,-0.00897642,7.75932e-05
9.47,48.2286,-0.000504069,0.684567,1.16053e-05,-0.0083403,7.5872e-05
9.48,48.3073,-0.00050063,0.683503,1.42685e-05,-0.0078073,7.37914e-05
9.49,48.3862,-0.000495993,0.682654,1.75386e-05,-0.00737984,7.29584e-05
9.5,48.4653,-0.000491129,0.682019,1.98333e-05,-0.00705712,7.15122e-05
9.51,48.5446,-0.000486022,0.681596,2.10593e-05,-0.00683648,6.94479e-05
9.52,48.6213,-0.000479179,0.683196,2.46466e-05,-0.00764379,7.04301e-05
9.53,48.6977,-0.00047219,0.686345,2.81609e-05,-0.00969185,7.26248e-05
9.54,48.7743,-0.000464878,0.690427,3.13767e-05,-0.0121893,7.61028e-05
9.55,48.8511,-0.00045754,0.694854,3.3534e-05,-0.0144547,7.99663e-05
9.56,48.928,-0.000448127,0.699447,3.7882e-05,-0.016678,8.18982e-05
9.57,49.0051,-0.000438253,0.704121,4.16413e-05,-0.0189158,8.34249e-05
9.58,49.0824,-0.000427867,0.708823,4.48884e-05,-0.0211477,8.46164e-05
9.59,49.1599,-0.000416807,0.713503,4.78287e-05,-0.0233306,8.54129e-05
9.6,49.2376,-0.000405023,0.718109,5.04613e-05,-0.0254199,8.58557e-05
9.61,49.3154,-0.000393314,0.722589,5.25534e-05,-0.0273709,8.51331e-05
9.62,49.3933,-0.000381142,0.726732,5.47262e-05,-0.0288543,8.38162e-05
9.63,49.4712,-0.00036844,0.730407,5.68105e-05,-0.0297439,8.20105e-05
9.64,49.5491,-0.000355162,0.733554,5.86991e-05,-0.0300308,7.97438e-05
9.65,49.627,-0.000341286,0.736141,6.03412e-05,-0.0297409,7.70222e-05
9.66,49.7049,-0.000326804,0.738143,6.17213e-05,-0.0289082,7.38414e-05
9.67,49.7829,-0.000311707,0.739533,6.28379e-05,-0.027568,7.01929e-05
9.68,49.8609,-0.000295992,0.740284,6.36971e-05,-0.0257569,6.60667e-05
9.69,49.9389,-0.000279655,0.740372,6.43093e-05,-0.0235132,6.14524e-05
9.7,50.0169,-0.000262697,0.739773,6.46872e-05,-0.0208755,5.63398e-05
9.71,50.0949,-0.000245117,0.738464,6.48453e-05,-0.0178821,5.07199e-05
9.72,50.173,-0.00022692,0.736423,6.47993e-05,-0.0145684,4.45855e-05
9.73,50.2513,-0.000208099,0.733901,6.44686e-05,-0.011489,3.79719e-05
9.74,50.3298,-0.000188663,0.730965,6.39613e-05,-0.00866603,3.08381e-05
9.75,50.4085,-0.000168616,0.727692,6.33534e-05,-0.00616679,2.31792e-05
9.76,50.4873,-0.000150055,0.724161,6.0026e-05,-0.00404306,1.68827e-05
9.77,50.5633,-0.000131411,0.722507,5.70957e-05,0.0012384,1.14671e-05
9.78,50.6383,-0.000111814,0.723927,5.84015e-05,0.00946298,7.196e-06
9.79,50.7135,-9.22605e-05,0.726153,5.96877e-05,0.0161547,3.05717e-06
9.8,50.7888,-7.28538e-05,0.728774,6.04496e-05,0.021092,-1.08929e-06
9.81,50.8642,-5.35392e-05,0.73152,6.07659e-05,0.0246226,-5.10556e-06
9.82,50.9398,-3.42671e-05,0.734205,6.07667e-05,0.0270322,-9.00172e-06
9.83,51.0155,-1.75231e-05,0.736695,5.71242e-05,0.028484,-1.49008e-05
9.84,51.0914,-6.8448e-07,0.739026,5.45055e-05,0.0295539,-2.12609e-05
9.85,51.1675,1.59893e-05,0.741204,5.23249e-05,0.0303057,-2.76893e-05
9.86,51.2438,3.24673e-05,0.743215,5.04901e-05,0.0307617,-3.41395e-05
9.87,51.3202,4.87305e-05,0.745047,4.89303e-05,0.0309439,-4.05851e-05
9.88,51.3968,6.48425e-05,0.746492,4.7531e-05,0.0306337,-4.70832e-05
9.89,51.4736,8.08267e-05,0.747404,4.62314e-05,0.0297162,-5.36563e-05
9.9,51.5505,9.66924e-05,0.747699,4.49875e-05,0.0281575,-6.02863e-05
9.91,51.6276,0.000112439,0.747323,4.37738e-05,0.0259698,-6.69964e-05
9.92,51.7048,0.000128062,0.74624,4.25783e-05,0.0231914,-7.3794e-05
9.93,51.7822,0.00014357,0.744423,4.10832e-05,0.0198726,-7.61378e-05
9.94,51.8598,0.000158935,0.741847,3.96406e-05,0.0160661,-7.85779e-05
9.95,51.9375,0.000174153,0.738484,3.82499e-05,0.011823,-8.11173e-05
9.96,52.0154,0.000189348,0.734719,3.72829e-05,0.00769797,-8.38862e-05
9.97,52.0934,0.000204432,0.730604,3.64893e-05,0.00375157,-8.67691e-05
9.98,52.1716,0.000219399,0.726262,3.58292e-05,0.000124422,-8.96988e-05
9.99,52.2501,0.000234251,0.721829,3.52998e-05,-0.00304901,-9.26589e-05
10,52.3288,0.000248456,0.717418,3.42244e-05,-0.00568474,-9.61193e-05
10.01,52.4076,0.000262811,0.713132,3.37948e-05,-0.00779094,-9.94492e-05
10.02,52.4867,0.000277293,0.70902,3.38342e-05,-0.00937681,-0.000102611
10.03,52.5659,0.000291872,0.705113,3.41882e-05,-0.0104751,-0.000105577
10.04,52.6454,0.00030653,0.701442,3.47596e-05,-0.0111304,-0.000108343
10.05,52.7251,0.000321246,0.698031,3.54664e-05,-0.0113929,-0.000110896
10.06,52.8049,0.000336002,0.694907,3.62449e-05,-0.0113159,-0.000113233
10.07,52.885,0.000350779,0.692094,3.7042e-05,-0.010955,-0.000115353
10.08,52.9652,0.000365561,0.689611,3.78146e-05,-0.0103666,-0.000117258
10.09,53.0456,0.000380331,0.687474,3.85288e-05,-0.00960724,-0.000118952
10.1,53.1262,0.000387496,0.685682,2.89344e-05,-0.00874311,-0.000113546
10.11,53.207,0.000394011,0.684113,2.09385e-05,-0.00797265,-0.000107587
10.12,53.2879,0.000400036,0.682773,1.4574e-05,-0.00731703,-0.000101066
10.13,53.3691,0.000404589,0.681672,8.24882e-06,-0.00678019,-9.57891e-05
10.14,53.4504,0.000405912,0.680816,-3.4685e-07,-0.00636334,-9.43521e-05
10.15,53.5318,0.000406685,0.680202,-6.76885e-06,-0.00606444,-9.15307e-05
10.16,53.6135,0.000406812,0.679824,-1.06613e-05,-0.00587927,-8.72399e-05
10.17,53.6953,0.000406668,0.679669,-1.2804e-05,-0.00580159,-8.20318e-05
10.18,53.7773,0.000402551,0.679646,-1.85162e-05,-0.00578198,-8.20572e-05
10.19,53.8595,0.000396971,0.679661,-2.35209e-05,-0.00577388,-8.22001e-05
10.2,53.9419,0.000389972,0.679709,-2.78165e-05,-0.00577943,-8.24977e-05
10.21,54.0244,0.000381659,0.679787,-3.1339e-05,-0.00579714,-8.30255e-05
10.22,54.1072,0.000372034,0.679892,-3.41875e-05,-0.00582541,-8.36342e-05
10.23,54.1901,0.000361085,0.68002,-3.64815e-05,-0.00586299,-8.42543e-05
10.24,54.2732,0.000348801,0.68017,-3.83185e-05,-0.00590812,-8.48461e-05
10.25,54.3564,0.000335177,0.680337,-3.97782e-05,-0.00595904,-8.53756e-05
10.26,54.4399,0.000320211,0.680518,-4.09258e-05,-0.00601406,-8.58155e-05
10.27,54.5235,0.000303905,0.680711,-4.18142e-05,-0.00607159,-8.61435e-05
10.28,54.6073,0.000286261,0.680912,-4.24865e-05,-0.00613017,-8.63419e-05
10.29,54.6913,0.000267285,0.681118,-4.29778e-05,-0.00618848,-8.63964e-05
10.3,54.7755,0.000246985,0.681326,-4.33167e-05,-0.00624534,-8.62958e-05
10.31,54.8598,0.000225374,0.681534,-4.35196e-05,-0.00629977,-8.60359e-05
10.32,54.9444,0.000202704,0.681739,-4.32784e-05,-0.00635087,-8.58294e-05
10.33,55.0291,0.000179068,0.681938,-4.25821e-05,-0.00639799,-8.57068e-05
10.34,55.114,0.000154569,0.682129,-4.14226e-05,-0.00644064,-8.56987e-05
10.35,55.1991,0.000129314,0.682311,-3.97944e-05,-0.00647846,-8.58357e-05
10.36,55.2843,0.00010342,0.68248,-3.7696e-05,-0.00651128,-8.61472e-05
10.37,55.3698,7.701e-05,0.682636,-3.513e-05,-0.00653905,-8.66613e-05
10.38,55.4554,5.02105e-05,0.682778,-3.21042e-05,-0.00656183,-8.74041e-05
10.39,55.5412,2.3153e-05,0.682903,-2.86314e-05,-0.00657981,-8.83988e-05
10.4,55.6272,-3.85224e-06,0.683011,-2.44933e-05,-0.00659331,-8.93941e-05
10.41,55.7133,-3.04249e-05,0.683102,-1.94412e-05,-0.00660271,-9.00959e-05
10.42,55.7997,-5.63754e-05,0.683175,-1.35578e-05,-0.0066081,-9.05118e-05
10.43,55.8862,-8.1891e-05,0.683237,-7.43285e-06,-0.00660876,-9.04644e-05
10.44,55.9729,-0.000107137,0.683298,-1.49451e-06,-0.0066088,-9.04184e-05
10.45,56.0598,-0.00013206,0.683358,4.22126e-06,-0.00660849,-9.03747e-05
10.46,56.1468,-0.00015661,0.683418,9.68329e-06,-0.00660789,-9.03334e-05
10.47,56.2341,-0.000180746,0.683478,1.4865e-05,-0.00660702,-9.02946e-05
10.48,56.3215,-0.000204431,0.683538,1.97443e-05,-0.00660594,-9.02584e-05
10.49,56.4091,-0.000227634,0.683598,2.43032e-05,-0.00660468,-9.02249e-05
10.5,56.4969,-0.000250331,0.683659,2.85277e-05,-0.00660326,-9.0194e-05
10.51,56.5848,-0.000272505,0.68372,3.24074e-05,-0.00660173,-9.01658e-05
10.52,56.673,-0.000294142,0.683781,3.59356e-05,-0.00660009,-9.01402e-05
10.53,56.7613,-0.000315236,0.683842,3.91088e-05,-0.00659836,-9.01173e-05
10.54,56.8498,-0.000335785,0.683904,4.19265e-05,-0.00659655,-9.00969e-05
10.55,56.9385,-0.000355792,0.683967,4.43911e-05,-0.00659468,-9.0079e-05
10.56,57.0274,-0.000375265,0.68403,4.65074e-05,-0.00659273,-9.00636e-05
10.57,57.1163,-0.000394173,0.684124,4.83129e-05,-0.00656688,-9.00816e-05
10.58,57.2053,-0.00041259,0.68426,4.97223e-05,-0.00651816,-9.00337e-05
10.59,57.2942,-0.000430487,0.684435,5.08223e-05,-0.00644934,-8.99944e-05
10.6,57.3833,-0.000447886,0.684646,5.16243e-05,-0.00636245,-8.99635e-05
10.61,57.4723,-0.000464808,0.684888,5.2141e-05,-0.0062595,-8.99403e-05
10.62,57.5613,-0.00048128,0.685158,5.23867e-05,-0.00614249,-8.99246e-05
10.63,57.6504,-0.000497327,0.685451,5.23767e-05,-0.00601349,-8.99156e-05
10.64,57.7395,-0.000512978,0.685763,5.21273e-05,-0.00587458,-8.99128e-05
10.65,57.8286,-0.000528263,0.686089,5.16557e-05,-0.00572782,-8.99156e-05
10.66,57.9177,-0.000543211,0.686425,5.09798e-05,-0.00557527,-8.99236e-05
10.67,58.0068,-0.000557853,0.686767,5.01177e-05,-0.00541891,-8.9936e-05
10.68,58.0959,-0.00057222,0.687111,4.90879e-05,-0.00526069,-8.99524e-05
10.69,58.185,-0.000586343,0.687454,4.7909e-05,-0.00510246,-8.99724e-05
10.7,58.2741,-0.000600254,0.687791,4.65995e-05,-0.004946,-8.99952e-05
10.71,58.3632,-0.000613981,0.68812,4.51777e-05,-0.00479295,-9.00206e-05
10.72,58.4523,-0.000627555,0.688437,4.36614e-05,-0.00464485,-9.00481e-05
10.73,58.5414,-0.000641004,0.68874,4.20679e-05,-0.00450311,-9.00772e-05
10.74,58.6305,-0.000654355,0.689026,4.04141e-05,-0.004369,-9.01077e-05
10.75,58.7195,-0.000667636,0.689293,3.8716e-05,-0.00424366,-9.01391e-05
10.76,58.8086,-0.000680871,0.689539,3.69888e-05,-0.00412806,-9.01712e-05
10.77,58.8976,-0.000694083,0.689763,3.5247e-05,-0.00402303,-9.02038e-05
10.78,58.9867,-0.000707295,0.689963,3.35038e-05,-0.00392924,-9.02364e-05
10.79,59.0757,-0.000720527,0.690139,3.17718e-05,-0.00384724,-9.02691e-05
10.8,59.1646,-0.000733798,0.69029,3.00624e-05,-0.00377738,-9.03015e-05
10.81,59.2536,-0.000747125,0.690415,2.8386e-05,-0.0037199,-9.03335e-05
10.82,59.3426,-0.000760524,0.690515,2.6752e-05,-0.0036749,-9.0365e-05
10.83,59.4315,-0.000774007,0.69059,2.51687e-05,-0.00364231,-9.03958e-05
10.84,59.5204,-0.000787588,0.69064,2.36434e-05,-0.00362198,-9.04258e-05
10.85,59.6093,-0.000801293,0.690668,2.2152e-05,-0.00361209,-9.04538e-05
10.86,59.6982,-0.000815129,0.690692,2.07255e-05,-0.00360372,-9.04821e-05
10.87,59.7871,-0.000829097,0.690712,1.9379e-05,-0.00359546,-9.05093e-05
10.88,59.876,-0.000843201,0.69073,1.81159e-05,-0.00358693,-9.05352e-05
10.89,59.9649,-0.000857446,0.690745,1.69389e-05,-0.00357791,-9.05597e-05
10.9,60.0538,-0.000871834,0.690757,1.58495e-05,-0.00356821,-9.05827e-05
