Time,FRChss-Fx,FRChss-Fy,FRChss-Fz,FLChss-Fx,FLChss-Fy,FLChss-Fz,RRChss-Fx,RRChss-Fy,RRChss-Fz,RLChss-Fx,RLChss-Fy,RLChss-Fz
9.44,1189.39,4.00655e-08,5283.63,1189.39,-2.02389e-08,5283.63,-70.037,-1.45003e-07,4024.32,-70.037,1.26178e-07,4024.32
9.45,1202.19,-7.97258e-08,4425.92,1202.19,1.26133e-07,4425.92,-53.2445,-8.39726e-08,4027.39,-53.2445,3.96962e-08,4027.39
9.46,1215.05,-1.7207e-07,3620.85,1215.05,1.77777e-07,3620.85,-38.1977,-8.00844e-08,4003.98,-38.1977,7.48478e-08,4003.98
9.47,1225.7,-8.28182e-08,2877.76,1225.7,7.99208e-08,2877.76,-24.831,-6.35063e-08,3951.04,-24.831,6.6409e-08,3951.04
9.48,1234.63,-2.87957e-07,2208.28,1234.63,2.86886e-07,2208.28,-13.2975,-7.50322e-08,3867.87,-13.2975,7.61499e-08,3867.87
9.49,1242.13,-4.92552e-08,1620.64,1242.13,5.6037e-08,1620.64,-3.71497,-4.79237e-08,3755.86,-3.71497,4.18226e-08,3755.86
9.5,641.813,-7.24522e-08,718.776,641.813,7.52059e-08,718.776,32.3922,3.51635e-08,3580.28,32.3922,-3.74586e-08,3580.28
9.51,32.8059,-1.80706e-12,34.444,32.8059,-2.47947e-13,34.444,69.081,-1.86224e-08,3322.71,69.081,1.86379e-08,3322.71
9.52,43.3951,7.21067e-12,-162.173,43.3951,7.19157e-12,-162.173,66.8205,3.12751e-08,3043.36,66.8205,-3.14641e-08,3043.36
9.53,42.8821,-1.97125e-13,-185.651,42.8821,-1.82007e-13,-185.651,61.1467,3.6619e-08,2758.79,61.1467,-3.66115e-08,2758.79
9.54,38.1802,3.28313e-12,-152.766,38.1802,3.28045e-12,-152.766,54.7669,1.01647e-07,2479.13,54.7669,-1.01785e-07,2479.13
9.55,32.5801,-1.44654e-12,-109.398,32.5801,-1.45142e-12,-109.398,48.7193,2.767e-08,2211.92,48.7193,-2.75714e-08,2211.92
9.56,27.4502,-1.61578e-12,-71.3946,27.4502,-1.61084e-12,-71.3946,43.3336,-2.06607e-08,1962.98,43.3336,2.06847e-08,1962.98
9.57,23.2289,1.32102e-11,-42.5231,23.2289,1.32058e-11,-42.5231,38.6579,1.04318e-08,1736.83,38.6579,-1.08343e-08,1736.83
9.58,19.9544,-7.90509e-12,-22.1598,19.9544,-7.9022e-12,-22.1598,34.6417,1.19818e-07,1536.84,34.6417,-1.19626e-07,1536.84
9.59,17.5233,3.04352e-12,-8.44458,17.5233,8.24863e-13,-8.44458,31.2113,3.4691e-08,1365.36,31.2113,-3.48184e-08,1365.36
9.6,15.805,-1.18721e-12,0.523754,15.805,-1.18055e-12,0.523754,28.2962,3.53255e-08,1223.73,28.2962,-3.53917e-08,1223.73
9.61,14.6847,5.3632e-12,6.30948,14.6847,5.36403e-12,6.30948,25.8364,7.63223e-09,1112.41,25.8364,-7.71967e-09,1112.41
9.62,14.0742,-1.54002e-11,10.0812,14.0742,-1.54093e-11,10.0812,23.7806,5.98416e-08,1031,23.7806,-5.95026e-08,1031
9.63,13.9099,2.63171e-12,12.6626,13.9099,2.63818e-12,12.6626,22.083,-4.6277e-08,978.35,22.083,4.62123e-08,978.35
9.64,14.1463,-1.44117e-12,14.6079,14.1463,-1.44718e-12,14.6079,20.6988,-3.5737e-08,952.679,20.6988,3.57508e-08,952.679
9.65,14.7508,-1.06722e-11,16.2724,14.7508,-1.06689e-11,16.2724,19.5815,2.71604e-08,951.66,19.5815,-2.6613e-08,951.66
9.66,518.981,3.50468e-11,380.835,518.981,3.50576e-11,380.835,-17320.4,5.00513e-09,11787.9,-17320.4,-8.62024e-09,11787.9
9.67,78.7455,-3.78386e-13,211.652,78.7455,-3.87239e-13,211.652,-108.708,-3.63994e-11,4661.01,-108.708,-3.66179e-11,4661.01
9.68,2601,2.43698e-07,4032.3,2601,-2.35927e-07,4032.3,-1899.24,1.98045e-07,6736.63,-1899.24,-2.07328e-07,6736.63
9.69,1195.07,2.38428e-07,4818.42,1195.07,-2.46399e-07,4818.42,-441.498,4.98862e-08,4473.11,-441.498,-3.90974e-08,4473.11
9.7,1119.53,2.13811e-07,5359.15,1119.53,-1.87066e-07,5359.15,-71.5412,-1.42051e-08,2300.31,-71.5412,-1.38417e-08,2300.31
9.71,1105.92,2.09609e-07,5750.47,1105.92,-2.15401e-07,5750.47,-136.514,1.86032e-08,2001.36,-136.514,-1.18223e-08,2001.36
9.72,1099.19,1.21395e-07,6000.95,1099.19,-1.16569e-07,6000.95,-134.249,-1.036e-08,1833.4,-134.249,5.34338e-09,1833.4
9.73,1099.81,1.99997e-07,6122.06,1099.81,-1.97456e-07,6122.06,-130.118,1.07803e-07,1778.25,-130.118,-1.10212e-07,1778.25
9.74,1106.24,2.31167e-07,6127.45,1106.24,-2.30095e-07,6127.45,-124.355,7.57647e-08,1821.25,-124.355,-7.66716e-08,1821.25
9.75,1116.92,1.12925e-07,6032.39,1116.92,-1.24742e-07,6032.39,-116.972,-1.03732e-08,1945.75,-116.972,2.43776e-08,1945.75
9.76,1130.35,-6.38443e-08,5853.21,1130.35,5.15501e-08,5853.21,-108.054,-8.98675e-09,2134.01,-108.054,2.32061e-08,2134.01
9.77,1124.56,2.10043e-07,5571.08,1124.56,-2.42976e-07,5571.08,-5.05609,5.48137e-08,1608.36,-5.05609,-1.85755e-08,1608.36
9.78,1111.37,7.88991e-08,5173.42,1111.37,-7.90262e-08,5173.42,-36.4629,-1.19587e-11,548.48,-36.4629,-1.25901e-11,548.48
9.79,1116.23,2.57046e-07,4697.62,1116.23,-2.57196e-07,4697.62,-73.2777,-7.72054e-12,146.609,-73.2777,-7.70422e-12,146.609
9.8,1127.18,1.56601e-07,4171.41,1127.18,-1.57152e-07,4171.41,-83.8951,1.40745e-11,14.3876,-83.8951,1.40617e-11,14.3876
9.81,1139.87,1.82669e-07,3616.36,1139.87,-1.83132e-07,3616.36,-84.0357,4.33197e-12,-14.1591,-84.0357,4.3157e-12,-14.1591
9.82,1152.53,-4.30717e-08,3050.77,1152.53,4.28724e-08,3050.77,-80.64,-5.2037e-12,-8.50993,-80.64,-5.17465e-12,-8.50993
9.83,1164.53,-3.58968e-08,2490.67,1164.53,3.51141e-08,2490.67,-76.4625,2.4342e-11,4.02773,-76.4625,2.4328e-11,4.02773
9.84,1175.76,-7.24422e-08,1950.14,1175.76,7.20744e-08,1950.14,-72.3909,2.76398e-12,14.0567,-72.3909,2.76859e-12,14.0567
9.85,1273.9,-8.4871e-08,1614.7,1273.9,5.88438e-08,1614.7,-346.457,8.02253e-08,3634.17,-346.457,-5.31596e-08,3634.17
9.86,1277.62,-6.49282e-08,1371.53,1277.62,1.94816e-08,1371.53,27.9952,-7.23596e-08,4332.16,27.9952,1.18499e-07,4332.16
9.87,1287.84,-1.59732e-07,1223.61,1287.84,1.29534e-07,1223.61,46.979,9.76231e-08,4912.05,46.979,-6.79209e-08,4912.05
9.88,1294.48,-1.6223e-07,1166.91,1294.48,1.52224e-07,1166.91,58.6485,6.50897e-08,5378.12,58.6485,-5.59047e-08,5378.12
9.89,1297.87,-1.26384e-07,1193.72,1297.87,1.02387e-07,1193.72,63.9904,5.55264e-08,5734.1,63.9904,-3.27255e-08,5734.1
9.9,1298.35,-1.06664e-07,1293.78,1298.35,8.20895e-08,1293.78,63.8992,-8.26046e-09,5986.21,63.8992,3.1367e-08,5986.21
9.91,1296.23,-1.70589e-07,1454.97,1296.23,1.65766e-07,1454.97,59.4346,2.49664e-08,6142.72,59.4346,-2.07446e-08,6142.72
9.92,1291.88,-1.26338e-07,1664.08,1291.88,1.52316e-07,1664.08,51.7099,-7.41222e-08,6213.4,51.7099,4.90195e-08,6213.4
9.93,1285.67,-2.68548e-07,1907.47,1285.67,3.00514e-07,1907.47,41.7993,-7.90365e-08,6209.1,41.7993,4.81756e-08,6209.1
9.94,1278.01,-2.14411e-07,2171.73,1278.01,2.37132e-07,2171.73,30.6691,-8.74634e-08,6141.25,30.6691,6.54212e-08,6141.25
9.95,1269.34,-4.12949e-07,2444.16,1269.34,4.28495e-07,2444.16,19.134,1.82864e-07,6021.49,19.134,-1.98245e-07,6021.49
9.96,1260.1,-3.17525e-07,2713.24,1260.1,3.42703e-07,2713.24,7.83736,1.79108e-07,5861.24,7.83736,-2.03594e-07,5861.24
9.97,1250.72,-2.72997e-07,2968.91,1250.72,2.60144e-07,2968.91,-2.7494,1.44004e-08,5671.38,-2.7494,-3.08008e-09,5671.38
9.98,1241.58,-2.66208e-07,3202.76,1241.58,2.66943e-07,3202.76,-12.3123,-1.66269e-07,5461.98,-12.3123,1.64801e-07,5461.98
9.99,1233.02,-1.88155e-07,3408.15,1233.02,1.90902e-07,3408.15,-20.6709,1.68993e-07,5242.07,-20.6709,-1.72289e-07,5242.07
10,1225.29,-3.18321e-07,3580.19,1225.29,3.37193e-07,3580.19,-27.7509,-1.91402e-08,5019.5,-27.7509,4.48295e-10,5019.5
10.01,1218.6,-3.72002e-07,3715.72,1218.6,3.46849e-07,3715.72,-33.5552,-2.22899e-08,4800.85,-33.5552,4.58783e-08,4800.85
10.02,1213.05,-2.06977e-07,3813.16,1213.05,1.95056e-07,3813.16,-38.1392,2.53081e-08,4591.43,-38.1392,-1.42486e-08,4591.43
10.03,1208.7,-2.48646e-07,3872.39,1208.7,2.49086e-07,3872.39,-41.5903,-3.27025e-09,4395.28,-41.5903,2.52211e-09,4395.28
10.04,1205.52,-2.75158e-07,3894.57,1205.52,2.62231e-07,3894.57,-44.0122,1.62909e-07,4215.27,-44.0122,-1.50553e-07,4215.27
10.05,1203.46,-2.26551e-07,3881.94,1203.46,2.34609e-07,3881.94,-45.5147,1.1371e-07,4053.17,-45.5147,-1.21932e-07,4053.17
10.06,1202.41,-2.90561e-07,3837.63,1202.41,2.6206e-07,3837.63,-46.2079,2.08358e-07,3909.84,-46.2079,-1.80382e-07,3909.84
10.07,1202.25,-2.71944e-07,3765.44,1202.25,2.83981e-07,3765.44,-46.199,1.58811e-07,3785.32,-46.199,-1.70841e-07,3785.32
10.08,1202.84,-4.15886e-07,3669.68,1202.84,4.13787e-07,3669.68,-45.5918,1.23152e-07,3678.98,-45.5918,-1.21191e-07,3678.98
10.09,1204.03,-3.4939e-07,3554.95,1204.03,3.75941e-07,3554.95,-44.4866,1.65244e-07,3589.75,-44.4866,-1.91498e-07,3589.75
10.1,1205.69,-3.82751e-07,3425.98,1205.69,3.87404e-07,3425.98,-42.9808,8.61706e-08,3516.15,-42.9808,-9.0781e-08,3516.15
10.11,1207.68,-4.03457e-07,3287.46,1207.68,4.19421e-07,3287.46,-41.1694,3.89219e-08,3456.51,-41.1694,-5.48709e-08,3456.51
10.12,1209.89,-2.52178e-07,3143.93,1209.89,2.66738e-07,3143.93,-39.1443,7.38701e-08,3409.08,-39.1443,-8.83612e-08,3409.08
10.13,1212.2,-4.05377e-07,2999.63,1212.2,4.10648e-07,2999.63,-36.9937,9.41448e-08,3372.07,-36.9937,-9.93377e-08,3372.07
10.14,1214.52,-3.80631e-07,2858.41,1214.52,3.75188e-07,2858.41,-34.8006,1.10483e-07,3343.79,-34.8006,-1.04996e-07,3343.79
10.15,1216.78,-2.23849e-07,2723.68,1216.78,2.18822e-07,2723.68,-32.6412,4.86795e-08,3322.71,-32.6412,-4.34766e-08,3322.71
10.16,1218.91,-4.06653e-07,2598.32,1218.91,3.93831e-07,2598.32,-30.5832,-2.46908e-08,3307.46,-30.5832,3.76037e-08,3307.46
10.17,1220.86,-2.7709e-07,2484.69,1220.86,2.77748e-07,2484.69,-28.6842,1.22004e-07,3296.88,-28.6842,-1.22575e-07,3296.88
10.18,1222.6,-4.08273e-07,2384.59,1222.6,4.38157e-07,2384.59,-26.9903,-1.42443e-08,3290.06,-26.9903,-1.53175e-08,3290.06
10.19,1224.09,-5.13302e-07,2299.3,1224.09,5.34932e-07,2299.3,-25.5357,1.33756e-08,3286.27,-25.5357,-3.4526e-08,3286.27
10.2,1225.33,-4.82302e-07,2229.57,1225.33,4.94981e-07,2229.57,-24.3423,-7.586e-08,3285.02,-24.3423,6.34101e-08,3285.02
10.21,1226.3,-4.5786e-07,2175.67,1226.3,4.62922e-07,2175.67,-23.4198,-4.97433e-09,3285.97,-23.4198,5.79982e-11,3285.97
10.22,1227,-3.77172e-07,2137.45,1227,4.14204e-07,2137.45,-22.767,1.57191e-08,3288.96,-22.767,-5.21879e-08,3288.96
10.23,1227.46,-5.17753e-07,2114.37,1227.46,5.29179e-07,2114.37,-22.3726,5.32717e-08,3293.94,-22.3726,-6.45101e-08,3293.94
10.24,1227.67,-3.83839e-07,2105.57,1227.67,3.89474e-07,2105.57,-22.2172,6.28477e-08,3300.96,-22.2172,-6.82831e-08,3300.96
10.25,1227.68,-4.6551e-07,2109.94,1227.68,5.11039e-07,2109.94,-22.2747,-2.13924e-08,3310.11,-22.2747,-2.34224e-08,3310.11
10.26,1227.49,-2.11459e-07,2126.15,1227.49,2.10394e-07,2126.15,-22.5144,4.24881e-08,3321.53,-22.5144,-4.14891e-08,3321.53
10.27,1227.15,-4.28627e-07,2152.76,1227.15,4.46791e-07,2152.76,-22.9025,7.33045e-08,3335.33,-22.9025,-9.11845e-08,3335.33
10.28,1226.69,-4.10088e-07,2188.22,1226.69,4.15654e-07,2188.22,-23.4044,1.33725e-07,3351.63,-23.4044,-1.39264e-07,3351.63
10.29,1226.14,-3.79881e-07,2230.93,1226.14,3.83367e-07,2230.93,-23.9857,-1.88281e-08,3370.47,-23.9857,1.53436e-08,3370.47
10.3,1225.53,-3.36999e-07,2279.32,1225.53,3.55554e-07,2279.32,-24.6136,6.99212e-08,3391.85,-24.6136,-8.83379e-08,3391.85
10.31,1224.9,-5.00809e-07,2331.87,1224.9,5.39997e-07,2331.87,-25.2585,-2.6907e-08,3415.69,-25.2585,-1.16999e-08,3415.69
10.32,1224.26,-3.95798e-07,2387.1,1224.26,4.01605e-07,2387.1,-25.8938,1.51985e-07,3441.84,-25.8938,-1.57827e-07,3441.84
10.33,1223.65,-1.86211e-07,2443.67,1223.65,2.34958e-07,2443.67,-26.4976,-2.06823e-07,3470.07,-26.4976,1.58691e-07,3470.07
10.34,1223.08,-2.92639e-07,2500.34,1223.08,3.29983e-07,2500.34,-27.052,-3.51552e-08,3500.08,-27.052,-1.75275e-09,3500.08
10.35,1222.57,-3.6764e-07,2556,1222.57,4.13223e-07,2556,-27.5436,-1.82595e-07,3531.5,-27.5436,1.37396e-07,3531.5
10.36,1222.13,-5.36086e-07,2609.7,1222.13,5.2671e-07,2609.7,-27.9637,-8.2515e-08,3563.92,-27.9637,9.13897e-08,3563.92
10.37,1221.76,-5.54909e-07,2660.61,1221.76,5.35222e-07,2660.61,-28.3071,1.00243e-07,3596.86,-28.3071,-8.12431e-08,3596.86
10.38,1221.47,-5.12176e-07,2708.07,1221.47,5.06388e-07,2708.07,-28.5727,1.23261e-07,3629.84,-28.5727,-1.17807e-07,3629.84
10.39,1221.27,-4.33721e-07,2751.55,1221.27,3.85855e-07,2751.55,-28.7622,1.14291e-07,3662.34,-28.7622,-6.7488e-08,3662.34
10.4,1221.13,-4.68225e-07,2790.63,1221.13,4.64642e-07,2790.63,-28.8802,1.49192e-07,3693.87,-28.8802,-1.45806e-07,3693.87
10.41,1221.06,-4.99077e-07,2825.06,1221.06,4.84011e-07,2825.06,-28.9331,1.95696e-07,3723.93,-28.9331,-1.81101e-07,3723.93
10.42,1221.05,-5.37862e-07,2854.67,1221.05,5.16618e-07,2854.67,-28.9288,1.06957e-07,3752.06,-28.9288,-8.61373e-08,3752.06
10.43,1221.1,-5.5662e-07,2879.4,1221.1,5.4039e-07,2879.4,-28.8763,1.78188e-07,3777.83,-28.8763,-1.62092e-07,3777.83
10.44,1221.18,-5.87518e-07,2899.29,1221.18,5.80875e-07,2899.29,-28.7849,2.96278e-08,3800.89,-28.7849,-2.31063e-08,3800.89
10.45,1221.3,-5.60384e-07,2914.45,1221.3,5.75699e-07,2914.45,-28.6639,2.5039e-08,3820.92,-28.6639,-4.01289e-08,3820.92
10.46,1221.44,-6.37491e-07,2925.07,1221.44,6.27171e-07,2925.07,-28.5224,5.69998e-08,3837.68,-28.5224,-4.67847e-08,3837.68
10.47,1221.59,-4.19839e-07,2931.37,1221.59,4.3416e-07,2931.37,-28.3686,1.08503e-07,3850.99,-28.3686,-1.22429e-07,3850.99
10.48,1036.59,7.57038e-07,2942.49,1036.59,1.66621e-06,2942.49,-21.302,-1.21084e-06,3850.45,-21.302,-1.21323e-06,3850.45
10.49,663.604,-3.65051e-07,2970.15,663.604,5.38007e-07,2970.15,-7.82338,1.01675e-07,3824.71,-7.82338,-2.73935e-07,3824.71
10.5,606.881,-4.9417e-07,3002.31,606.881,5.77286e-07,3002.31,-7.32814,1.83188e-08,3790.35,-7.32814,-1.00504e-07,3790.35
10.51,544.858,6.89137e-07,3035.42,544.858,1.79065e-06,3035.42,-6.72403,-9.63945e-07,3748.59,-6.72403,-1.5161e-06,3748.59
10.52,478.568,-3.96577e-07,3068.91,478.568,6.16146e-07,3068.91,-6.02443,6.22186e-10,3700.55,-6.02443,-2.19801e-07,3700.55
10.53,409.226,-4.62518e-07,3102.25,409.226,6.00449e-07,3102.25,-5.24987,5.17665e-08,3647.4,-5.24987,-1.89027e-07,3647.4
10.54,338.044,-4.20342e-07,3134.95,338.044,5.34294e-07,3134.95,-4.42081,2.38361e-07,3590.31,-4.42081,-3.52143e-07,3590.31
10.55,266.209,8.06841e-07,3166.54,266.209,1.77913e-06,3166.54,-3.55732,-1.13281e-06,3530.43,-3.55732,-1.45292e-06,3530.43
10.56,194.857,-5.55549e-07,3196.6,194.857,6.42414e-07,3196.6,-2.67872,3.59194e-08,3468.91,-2.67872,-1.22378e-07,3468.91
10.57,125.057,-6.82062e-07,3224.75,125.057,6.71674e-07,3224.75,-1.80323,1.23181e-07,3406.84,-1.80323,-1.12535e-07,3406.84
10.58,57.7997,-4.18304e-07,3250.66,57.7997,5.26812e-07,3250.66,-0.947647,6.47306e-08,3345.24,-0.947647,-1.73149e-07,3345.24
10.59,-6.02208,8.1323e-07,3274.05,-6.02207,1.7273e-06,3274.05,-0.127133,-1.28519e-06,3285.07,-0.127133,-1.25568e-06,3285.07
10.6,-65.6185,8.01163e-07,3294.7,-65.6185,1.79005e-06,3294.7,0.64504,-1.28253e-06,3227.21,0.64504,-1.30865e-06,3227.21
10.61,-120.312,-1.54739e-06,3312.43,-120.312,-5.8704e-07,3312.43,1.35761,1.05921e-06,3172.43,1.35761,1.07555e-06,3172.43
10.62,-169.543,-1.58546e-06,3327.13,-169.543,-7.85989e-07,3327.13,2.00141,1.18019e-06,3121.42,2.00141,1.19154e-06,3121.42
10.63,-212.871,-2.3873e-07,3338.72,-212.871,2.4979e-07,3338.72,2.56939,7.12316e-08,3074.76,2.56939,-8.23413e-08,3074.76
10.64,-249.976,-1.47131e-06,3347.2,-249.976,-9.67837e-07,3347.2,3.05658,1.25783e-06,3032.92,3.05658,1.18118e-06,3032.92
10.65,-280.656,-1.36941e-06,3352.61,-280.656,-1.0314e-06,3352.61,3.46,1.20476e-06,2996.26,3.46,1.19593e-06,2996.26
10.66,-304.826,-2.94643e-07,3355.02,-304.826,1.20948e-07,3355.02,3.77855,1.00395e-07,2965.05,3.77855,7.32752e-08,2965.05
10.67,-322.509,-1.58022e-07,3354.57,-322.509,7.36932e-08,3354.57,4.01281,-2.94077e-08,2939.43,4.01281,1.1375e-07,2939.43
10.68,-333.831,-2.09596e-07,3351.43,-333.831,1.49961e-07,3351.43,4.16491,1.12418e-08,2919.47,4.16491,4.81396e-08,2919.47
10.69,-339.013,-1.98102e-07,3345.8,-339.013,1.07911e-07,3345.8,4.23827,9.62584e-08,2905.11,4.23827,-5.92064e-09,2905.11
10.7,-338.36,-1.31993e-06,3337.92,-338.36,-1.17257e-06,3337.92,4.23746,1.25497e-06,2896.24,4.23746,1.2373e-06,2896.24
10.71,-332.253,-1.2733e-07,3328.06,-332.253,-6.75978e-08,3328.06,4.16793,4.10014e-08,2892.65,4.16793,1.5397e-07,2892.65
10.72,-321.139,-2.67012e-08,3316.48,-321.139,-1.73622e-07,3316.48,4.03586,8.33545e-08,2894.06,4.03586,1.16926e-07,2894.06
10.73,-305.514,-8.75315e-08,3303.49,-305.514,3.75762e-08,3303.49,3.84795,3.03435e-08,2900.12,3.84795,1.95421e-08,2900.12
10.74,-285.92,-4.52567e-08,3289.37,-285.92,-1.09548e-07,3289.37,3.61126,6.83139e-08,2910.44,3.61126,8.65878e-08,2910.44
10.75,-262.925,-1.10122e-06,3274.45,-262.925,-1.34395e-06,3274.45,3.33305,1.15773e-06,2924.59,3.33305,1.28708e-06,2924.59
10.76,-237.12,-1.21695e-06,3259.01,-237.12,-1.46564e-06,3259.01,3.02064,1.30999e-06,2942.08,3.02064,1.37255e-06,2942.08
10.77,-209.102,-1.0619e-06,3243.33,-209.102,-1.55188e-06,3243.33,2.68128,1.30563e-06,2962.44,2.68128,1.30811e-06,2962.44
10.78,-179.467,1.65074e-07,3227.71,-179.467,-3.85489e-07,3227.71,2.32211,2.7438e-07,2985.13,2.32211,-5.38914e-08,2985.13
10.79,-148.798,1.57249e-07,3212.39,-148.798,-3.51971e-07,3212.39,1.94998,2.72536e-08,3009.66,1.94998,1.67439e-07,3009.66
10.8,-117.659,1.98576e-08,3197.61,-117.659,-1.90161e-07,3197.61,1.57147,3.93437e-08,3035.51,1.57147,1.30979e-07,3035.51
